2005/3/10,2005/3/10 14:30,0.6665
2005/3/11,2005/3/11 14:30,0.6642
2005/3/14,2005/3/14 14:30,0.6704
2005/3/15,2005/3/15 14:30,0.6588
2005/3/16,2005/3/16 14:30,0.651
2005/3/17,2005/3/17 14:30,0.6471
2005/2/23,2005/2/23 14:30,0.6844
2005/2/24,2005/2/24 14:30,0.6798
2005/2/25,2005/2/25 14:30,0.6876
2005/2/28,2005/2/28 14:30,0.6782
2005/3/1,2005/3/1 14:30,0.6759
2005/3/2,2005/3/2 14:30,0.6704
2005/3/3,2005/3/3 14:30,0.6689
2005/3/4,2005/3/4 14:30,0.6704
2005/3/7,2005/3/7 14:30,0.6712
2005/3/8,2005/3/8 14:30,0.6798
2005/3/9,2005/3/9 14:30,0.6798
2005/3/10,2005/3/10 14:30,0.6665
2005/3/11,2005/3/11 14:30,0.6642
2005/3/14,2005/3/14 14:30,0.6704
2005/3/15,2005/3/15 14:30,0.6588
2005/3/16,2005/3/16 14:30,0.651
2005/3/17,2005/3/17 14:30,0.6471
2005/2/23,2005/2/23 14:30,0.6844
2005/2/24,2005/2/24 14:30,0.6798
2005/2/25,2005/2/25 14:30,0.6876
2005/2/28,2005/2/28 14:30,0.6782
2005/3/1,2005/3/1 14:30,0.6759
2005/3/2,2005/3/2 14:30,0.6704
2005/3/3,2005/3/3 14:30,0.6689
2005/3/4,2005/3/4 14:30,0.6704
2005/3/7,2005/3/7 14:30,0.6712
2005/3/8,2005/3/8 14:30,0.6798
2005/3/9,2005/3/9 14:30,0.6798
2005/3/10,2005/3/10 14:30,0.6665
2005/3/11,2005/3/11 14:30,0.6642
2005/3/14,2005/3/14 14:30,0.6704
2005/3/15,2005/3/15 14:30,0.6588
2005/3/16,2005/3/16 14:30,0.651
2005/3/17,2005/3/17 14:30,0.6471
2005/2/23,2005/2/23 14:30,0.6844
2005/2/24,2005/2/24 14:30,0.6798
2005/2/25,2005/2/25 14:30,0.6876
2005/2/28,2005/2/28 14:30,0.6782
2005/3/1,2005/3/1 14:30,0.6759
2005/3/2,2005/3/2 14:30,0.6704
2005/3/3,2005/3/3 14:30,0.6689
2005/3/4,2005/3/4 14:30,0.6704
2005/3/7,2005/3/7 14:30,0.6712
2005/3/8,2005/3/8 14:30,0.6798
2005/3/9,2005/3/9 14:30,0.6798
2005/3/10,2005/3/10 14:30,0.6665
2005/3/11,2005/3/11 14:30,0.6642
2005/3/14,2005/3/14 14:30,0.6704
2005/3/15,2005/3/15 14:30,0.6588
2005/3/16,2005/3/16 14:30,0.651
2005/3/17,2005/3/17 14:30,0.6471
2005/2/23,2005/2/23 14:30,0.6844
2005/2/24,2005/2/24 14:30,0.6798
2005/2/25,2005/2/25 14:30,0.6876
2005/2/28,2005/2/28 14:30,0.6782
2005/3/1,2005/3/1 14:30,0.6759
2005/3/2,2005/3/2 14:30,0.6704
2005/3/3,2005/3/3 14:30,0.6689
2005/3/4,2005/3/4 14:30,0.6704
2005/3/7,2005/3/7 14:30,0.6712
2005/3/8,2005/3/8 14:30,0.6798
2005/3/9,2005/3/9 14:30,0.6798
2005/3/10,2005/3/10 14:30,0.6665
2005/3/11,2005/3/11 14:30,0.6642
2005/3/14,2005/3/14 14:30,0.6704
2005/3/15,2005/3/15 14:30,0.6588
2005/3/16,2005/3/16 14:30,0.651
2005/3/17,2005/3/17 14:30,0.6471
2005/2/23,2005/2/23 14:30,0.6844
2005/2/24,2005/2/24 14:30,0.6798
2005/2/25,2005/2/25 14:30,0.6876
2005/2/28,2005/2/28 14:30,0.6782
2005/3/1,2005/3/1 14:30,0.6759
2005/3/2,2005/3/2 14:30,0.6704
2005/3/3,2005/3/3 14:30,0.6689
2005/3/4,2005/3/4 14:30,0.6704
2005/3/7,2005/3/7 14:30,0.6712
2005/3/8,2005/3/8 14:30,0.6798
2005/3/9,2005/3/9 14:30,0.6798
2005/3/10,2005/3/10 14:30,0.6665
2005/3/11,2005/3/11 14:30,0.6642
2005/3/14,2005/3/14 14:30,0.6704
2005/3/15,2005/3/15 14:30,0.6588
2005/3/16,2005/3/16 14:30,0.651
2005/3/17,2005/3/17 14:30,0.6471
2005/2/23,2005/2/23 14:30,0.6844
2005/2/24,2005/2/24 14:30,0.6798
2005/2/25,2005/2/25 14:30,0.6876
2005/2/28,2005/2/28 14:30,0.6782
2005/3/1,2005/3/1 14:30,0.6759
2005/3/2,2005/3/2 14:30,0.6704
2005/3/3,2005/3/3 14:30,0.6689
2005/3/4,2005/3/4 14:30,0.6704
2005/3/7,2005/3/7 14:30,0.6712
2005/3/8,2005/3/8 14:30,0.6798
2005/3/9,2005/3/9 14:30,0.6798
2005/3/10,2005/3/10 14:30,0.6665
2005/3/11,2005/3/11 14:30,0.6642
2005/3/14,2005/3/14 14:30,0.6704
2005/3/15,2005/3/15 14:30,0.6588
2005/3/16,2005/3/16 14:30,0.651
2005/3/17,2005/3/17 14:30,0.6471
2005/2/23,2005/2/23 14:30,0.6844
2005/2/24,2005/2/24 14:30,0.6798
2005/2/25,2005/2/25 14:30,0.6876
2005/2/28,2005/2/28 14:30,0.6782
2005/3/1,2005/3/1 14:30,0.6759
2005/3/2,2005/3/2 14:30,0.6704
2005/3/3,2005/3/3 14:30,0.6689
2005/3/4,2005/3/4 14:30,0.6704
2005/3/7,2005/3/7 14:30,0.6712
2005/3/8,2005/3/8 14:30,0.6798
2005/3/9,2005/3/9 14:30,0.6798
2005/3/10,2005/3/10 14:30,0.6665
2005/3/11,2005/3/11 14:30,0.6642
2005/3/14,2005/3/14 14:30,0.6704
2005/3/15,2005/3/15 14:30,0.6588
2005/3/16,2005/3/16 14:30,0.651
2005/3/17,2005/3/17 14:30,0.6471
2005/2/23,2005/2/23 14:30,0.6844
2005/2/24,2005/2/24 14:30,0.6798
2005/2/25,2005/2/25 14:30,0.6876
2005/2/28,2005/2/28 14:30,0.6782
2005/3/1,2005/3/1 14:30,0.6759
2005/3/2,2005/3/2 14:30,0.6704
2005/3/3,2005/3/3 14:30,0.6689
2005/3/4,2005/3/4 14:30,0.6704
2005/3/7,2005/3/7 14:30,0.6712
2005/3/8,2005/3/8 14:30,0.6798
2005/3/9,2005/3/9 14:30,0.6798
2005/3/10,2005/3/10 14:30,0.6665
2005/3/11,2005/3/11 14:30,0.6642
2005/3/14,2005/3/14 14:30,0.6704
2005/3/15,2005/3/15 14:30,0.6588
2005/3/16,2005/3/16 14:30,0.651
2005/3/17,2005/3/17 14:30,0.6471
2005/2/23,2005/2/23 14:30,0.6844
2005/2/24,2005/2/24 14:30,0.6798
2005/2/25,2005/2/25 14:30,0.6876
2005/2/28,2005/2/28 14:30,0.6782
2005/3/1,2005/3/1 14:30,0.6759
2005/3/2,2005/3/2 14:30,0.6704
2005/3/3,2005/3/3 14:30,0.6689
2005/3/4,2005/3/4 14:30,0.6704
2005/3/7,2005/3/7 14:30,0.6712
2005/3/8,2005/3/8 14:30,0.6798
2005/3/9,2005/3/9 14:30,0.6798
2005/3/10,2005/3/10 14:30,0.6665
2005/3/11,2005/3/11 14:30,0.6642
2005/3/14,2005/3/14 14:30,0.6704
2005/3/15,2005/3/15 14:30,0.6588
2005/3/16,2005/3/16 14:30,0.651
2005/3/17,2005/3/17 14:30,0.6471
2005/2/23,2005/2/23 14:30,0.6844
2005/2/24,2005/2/24 14:30,0.6798
2005/2/25,2005/2/25 14:30,0.6876
2005/2/28,2005/2/28 14:30,0.6782
2005/3/1,2005/3/1 14:30,0.6759
2005/3/2,2005/3/2 14:30,0.6704
2005/3/3,2005/3/3 14:30,0.6689
2005/3/4,2005/3/4 14:30,0.6704
2005/3/7,2005/3/7 14:30,0.6712
2005/3/8,2005/3/8 14:30,0.6798
2005/3/9,2005/3/9 14:30,0.6798
2005/3/10,2005/3/10 14:30,0.6665
2005/3/11,2005/3/11 14:30,0.6642
2005/3/14,2005/3/14 14:30,0.6704
2005/3/15,2005/3/15 14:30,0.6588
2005/3/16,2005/3/16 14:30,0.651
2005/3/17,2005/3/17 14:30,0.6471
2005/2/23,2005/2/23 14:30,0.6844
2005/2/24,2005/2/24 14:30,0.6798
2005/2/25,2005/2/25 14:30,0.6876
2005/2/28,2005/2/28 14:30,0.6782
2005/3/1,2005/3/1 14:30,0.6759
2005/3/2,2005/3/2 14:30,0.6704
2005/3/3,2005/3/3 14:30,0.6689
2005/3/4,2005/3/4 14:30,0.6704
2005/3/7,2005/3/7 14:30,0.6712
2005/3/8,2005/3/8 14:30,0.6798
2005/3/9,2005/3/9 14:30,0.6798
2005/3/10,2005/3/10 14:30,0.6665
2005/3/11,2005/3/11 14:30,0.6642
2005/3/14,2005/3/14 14:30,0.6704
2005/3/15,2005/3/15 14:30,0.6588
2005/3/16,2005/3/16 14:30,0.651
2005/3/17,2005/3/17 14:30,0.6471
2005/2/23,2005/2/23 14:30,0.6844
2005/2/24,2005/2/24 14:30,0.6798
2005/2/25,2005/2/25 14:30,0.6876
2005/2/28,2005/2/28 14:30,0.6782
2005/3/1,2005/3/1 14:30,0.6759
2005/3/2,2005/3/2 14:30,0.6704
2005/3/3,2005/3/3 14:30,0.6689
2005/3/4,2005/3/4 14:30,0.6704
2005/3/7,2005/3/7 14:30,0.6712
2005/3/8,2005/3/8 14:30,0.6798
2005/3/9,2005/3/9 14:30,0.6798
2005/3/10,2005/3/10 14:30,0.6665
2005/3/11,2005/3/11 14:30,0.6642
2005/3/14,2005/3/14 14:30,0.6704
2005/3/15,2005/3/15 14:30,0.6588
2005/3/16,2005/3/16 14:30,0.651
2005/3/17,2005/3/17 14:30,0.6471
2005/2/23,2005/2/23 14:30,0.6844
2005/2/24,2005/2/24 14:30,0.6798
2005/2/25,2005/2/25 14:30,0.6876
2005/2/28,2005/2/28 14:30,0.6782
2005/3/1,2005/3/1 14:30,0.6759
2005/3/2,2005/3/2 14:30,0.6704
2005/3/3,2005/3/3 14:30,0.6689
2005/3/4,2005/3/4 14:30,0.6704
2005/3/7,2005/3/7 14:30,0.6712
2005/3/8,2005/3/8 14:30,0.6798
2005/3/9,2005/3/9 14:30,0.6798
2005/3/10,2005/3/10 14:30,0.6665
2005/3/11,2005/3/11 14:30,0.6642
2005/3/14,2005/3/14 14:30,0.6704
2005/3/15,2005/3/15 14:30,0.6588
2005/3/16,2005/3/16 14:30,0.651
2005/3/17,2005/3/17 14:30,0.6471
2005/2/23,2005/2/23 14:30,0.6844
2005/2/24,2005/2/24 14:30,0.6798
2005/2/25,2005/2/25 14:30,0.6876
2005/2/28,2005/2/28 14:30,0.6782
2005/3/1,2005/3/1 14:30,0.6759
2005/3/2,2005/3/2 14:30,0.6704
2005/3/3,2005/3/3 14:30,0.6689
2005/3/4,2005/3/4 14:30,0.6704
2005/3/7,2005/3/7 14:30,0.6712
2005/3/8,2005/3/8 14:30,0.6798
2005/3/9,2005/3/9 14:30,0.6798
2005/3/10,2005/3/10 14:30,0.6665
2005/3/11,2005/3/11 14:30,0.6642
2005/3/14,2005/3/14 14:30,0.6704
2005/3/15,2005/3/15 14:30,0.6588
2005/3/16,2005/3/16 14:30,0.651
2005/3/17,2005/3/17 14:30,0.6471
2005/2/23,2005/2/23 14:30,0.6844
2005/2/24,2005/2/24 14:30,0.6798
2005/2/25,2005/2/25 14:30,0.6876
2005/2/28,2005/2/28 14:30,0.6782
2005/3/1,2005/3/1 14:30,0.6759
2005/3/2,2005/3/2 14:30,0.6704
2005/3/3,2005/3/3 14:30,0.6689
2005/3/4,2005/3/4 14:30,0.6704
2005/3/7,2005/3/7 14:30,0.6712
2005/3/8,2005/3/8 14:30,0.6798
2005/3/9,2005/3/9 14:30,0.6798
2005/3/10,2005/3/10 14:30,0.6665
2005/3/11,2005/3/11 14:30,0.6642
2005/3/14,2005/3/14 14:30,0.6704
2005/3/15,2005/3/15 14:30,0.6588
2005/3/16,2005/3/16 14:30,0.651
2005/3/17,2005/3/17 14:30,0.6471
2005/2/23,2005/2/23 14:30,0.6844
2005/2/24,2005/2/24 14:30,0.6798
2005/2/25,2005/2/25 14:30,0.6876
2005/2/28,2005/2/28 14:30,0.6782
2005/3/1,2005/3/1 14:30,0.6759
2005/3/2,2005/3/2 14:30,0.6704
2005/3/3,2005/3/3 14:30,0.6689
2005/3/4,2005/3/4 14:30,0.6704
2005/3/7,2005/3/7 14:30,0.6712
2005/3/8,2005/3/8 14:30,0.6798
2005/3/9,2005/3/9 14:30,0.6798
2005/3/10,2005/3/10 14:30,0.6665
2005/3/11,2005/3/11 14:30,0.6642
2005/3/14,2005/3/14 14:30,0.6704
2005/3/15,2005/3/15 14:30,0.6588
2005/3/16,2005/3/16 14:30,0.651
2005/3/17,2005/3/17 14:30,0.6471
2005/2/23,2005/2/23 14:30,0.6844
2005/2/24,2005/2/24 14:30,0.6798
2005/2/25,2005/2/25 14:30,0.6876
2005/2/28,2005/2/28 14:30,0.6782
2005/3/1,2005/3/1 14:30,0.6759
2005/3/2,2005/3/2 14:30,0.6704
2005/3/3,2005/3/3 14:30,0.6689
2005/3/4,2005/3/4 14:30,0.6704
2005/3/7,2005/3/7 14:30,0.6712
2005/3/8,2005/3/8 14:30,0.6798
2005/3/9,2005/3/9 14:30,0.6798
2005/3/10,2005/3/10 14:30,0.6665
2005/3/11,2005/3/11 14:30,0.6642
2005/3/14,2005/3/14 14:30,0.6704
2005/3/15,2005/3/15 14:30,0.6588
2005/3/16,2005/3/16 14:30,0.651
2005/3/17,2005/3/17 14:30,0.6471
2005/2/23,2005/2/23 14:30,0.6844
2005/2/24,2005/2/24 14:30,0.6798
2005/2/25,2005/2/25 14:30,0.6876
2005/2/28,2005/2/28 14:30,0.6782
2005/3/1,2005/3/1 14:30,0.6759
2005/3/2,2005/3/2 14:30,0.6704
2005/3/3,2005/3/3 14:30,0.6689
2005/3/4,2005/3/4 14:30,0.6704
2005/3/7,2005/3/7 14:30,0.6712
2005/3/8,2005/3/8 14:30,0.6798
2005/3/9,2005/3/9 14:30,0.6798
2005/3/10,2005/3/10 14:30,0.6665
2005/3/11,2005/3/11 14:30,0.6642
2005/3/14,2005/3/14 14:30,0.6704
2005/3/15,2005/3/15 14:30,0.6588
2005/3/16,2005/3/16 14:30,0.651
2005/3/17,2005/3/17 14:30,0.6471
2005/2/23,2005/2/23 14:30,0.6844
2005/2/24,2005/2/24 14:30,0.6798
2005/2/25,2005/2/25 14:30,0.6876
2005/2/28,2005/2/28 14:30,0.6782
2005/3/1,2005/3/1 14:30,0.6759
2005/3/2,2005/3/2 14:30,0.6704
2005/3/3,2005/3/3 14:30,0.6689
2005/3/4,2005/3/4 14:30,0.6704
2005/3/7,2005/3/7 14:30,0.6712
2005/3/8,2005/3/8 14:30,0.6798
2005/3/9,2005/3/9 14:30,0.6798
2005/3/10,2005/3/10 14:30,0.6665
2005/3/11,2005/3/11 14:30,0.6642
2005/3/14,2005/3/14 14:30,0.6704
2005/3/15,2005/3/15 14:30,0.6588
2005/3/16,2005/3/16 14:30,0.651
2005/3/17,2005/3/17 14:30,0.6471
2005/2/23,2005/2/23 14:30,0.6844
2005/2/24,2005/2/24 14:30,0.6798
2005/2/25,2005/2/25 14:30,0.6876
2005/2/28,2005/2/28 14:30,0.6782
2005/3/1,2005/3/1 14:30,0.6759
2005/3/2,2005/3/2 14:30,0.6704
2005/3/3,2005/3/3 14:30,0.6689
2005/3/4,2005/3/4 14:30,0.6704
2005/3/7,2005/3/7 14:30,0.6712
2005/3/8,2005/3/8 14:30,0.6798
2005/3/9,2005/3/9 14:30,0.6798
2005/3/10,2005/3/10 14:30,0.6665
2005/3/11,2005/3/11 14:30,0.6642
2005/3/14,2005/3/14 14:30,0.6704
2005/3/15,2005/3/15 14:30,0.6588
2005/3/16,2005/3/16 14:30,0.651
2005/3/17,2005/3/17 14:30,0.6471
2005/2/23,2005/2/23 14:30,0.6844
2005/2/24,2005/2/24 14:30,0.6798
2005/2/25,2005/2/25 14:30,0.6876
2005/2/28,2005/2/28 14:30,0.6782
2005/3/1,2005/3/1 14:30,0.6759
2005/3/2,2005/3/2 14:30,0.6704
2005/3/3,2005/3/3 14:30,0.6689
2005/3/4,2005/3/4 14:30,0.6704
2005/3/7,2005/3/7 14:30,0.6712
2005/3/8,2005/3/8 14:30,0.6798
2005/3/9,2005/3/9 14:30,0.6798
2005/3/10,2005/3/10 14:30,0.6665
2005/3/11,2005/3/11 14:30,0.6642
2005/3/14,2005/3/14 14:30,0.6704
2005/3/15,2005/3/15 14:30,0.6588
2005/3/16,2005/3/16 14:30,0.651
2005/3/17,2005/3/17 14:30,0.6471
2005/2/23,2005/2/23 14:30,0.6844
2005/2/24,2005/2/24 14:30,0.6798
2005/2/25,2005/2/25 14:30,0.6876
2005/2/28,2005/2/28 14:30,0.6782
2005/3/1,2005/3/1 14:30,0.6759
2005/3/2,2005/3/2 14:30,0.6704
2005/3/3,2005/3/3 14:30,0.6689
2005/3/4,2005/3/4 14:30,0.6704
2005/3/7,2005/3/7 14:30,0.6712
2005/3/8,2005/3/8 14:30,0.6798
2005/3/9,2005/3/9 14:30,0.6798
2005/3/10,2005/3/10 14:30,0.6665
2005/3/11,2005/3/11 14:30,0.6642
2005/3/14,2005/3/14 14:30,0.6704
2005/3/15,2005/3/15 14:30,0.6588
2005/3/16,2005/3/16 14:30,0.651
2005/3/17,2005/3/17 14:30,0.6471
2005/2/23,2005/2/23 14:30,0.6844
2005/2/24,2005/2/24 14:30,0.6798
2005/2/25,2005/2/25 14:30,0.6876
2005/2/28,2005/2/28 14:30,0.6782
2005/3/1,2005/3/1 14:30,0.6759
2005/3/2,2005/3/2 14:30,0.6704
2005/3/3,2005/3/3 14:30,0.6689
2005/3/4,2005/3/4 14:30,0.6704
2005/3/7,2005/3/7 14:30,0.6712
2005/3/8,2005/3/8 14:30,0.6798
2005/3/9,2005/3/9 14:30,0.6798
2005/3/10,2005/3/10 14:30,0.6665
2005/3/11,2005/3/11 14:30,0.6642
2005/3/14,2005/3/14 14:30,0.6704
2005/3/15,2005/3/15 14:30,0.6588
2005/3/16,2005/3/16 14:30,0.651
2005/3/17,2005/3/17 14:30,0.6471
2005/2/23,2005/2/23 14:30,0.6844
2005/2/24,2005/2/24 14:30,0.6798
2005/2/25,2005/2/25 14:30,0.6876
2005/2/28,2005/2/28 14:30,0.6782
2005/3/1,2005/3/1 14:30,0.6759
2005/3/2,2005/3/2 14:30,0.6704
2005/3/3,2005/3/3 14:30,0.6689
2005/3/4,2005/3/4 14:30,0.6704
2005/3/7,2005/3/7 14:30,0.6712
2005/3/8,2005/3/8 14:30,0.6798
2005/3/9,2005/3/9 14:30,0.6798
2005/3/10,2005/3/10 14:30,0.6665
2005/3/11,2005/3/11 14:30,0.6642
2005/3/14,2005/3/14 14:30,0.6704
2005/3/15,2005/3/15 14:30,0.6588
2005/3/16,2005/3/16 14:30,0.651
2005/3/17,2005/3/17 14:30,0.6471
2005/2/23,2005/2/23 14:30,0.6844
2005/2/24,2005/2/24 14:30,0.6798
2005/2/25,2005/2/25 14:30,0.6876
2005/2/28,2005/2/28 14:30,0.6782
2005/3/1,2005/3/1 14:30,0.6759
2005/3/2,2005/3/2 14:30,0.6704
2005/3/3,2005/3/3 14:30,0.6689
2005/3/4,2005/3/4 14:30,0.6704
2005/3/7,2005/3/7 14:30,0.6712
2005/3/8,2005/3/8 14:30,0.6798
2005/3/9,2005/3/9 14:30,0.6798
2005/3/10,2005/3/10 14:30,0.6665
2005/3/11,2005/3/11 14:30,0.6642
2005/3/14,2005/3/14 14:30,0.6704
2005/3/15,2005/3/15 14:30,0.6588
2005/3/16,2005/3/16 14:30,0.651
2005/3/17,2005/3/17 14:30,0.6471
2005/2/23,2005/2/23 14:30,0.6844
2005/2/24,2005/2/24 14:30,0.6798
2005/2/25,2005/2/25 14:30,0.6876
2005/2/28,2005/2/28 14:30,0.6782
2005/3/1,2005/3/1 14:30,0.6759
2005/3/2,2005/3/2 14:30,0.6704
2005/3/3,2005/3/3 14:30,0.6689
2005/3/4,2005/3/4 14:30,0.6704
2005/3/7,2005/3/7 14:30,0.6712
2005/3/8,2005/3/8 14:30,0.6798
2005/3/9,2005/3/9 14:30,0.6798
2005/3/10,2005/3/10 14:30,0.6665
2005/3/11,2005/3/11 14:30,0.6642
2005/3/14,2005/3/14 14:30,0.6704
2005/3/15,2005/3/15 14:30,0.6588
2005/3/16,2005/3/16 14:30,0.651
2005/3/17,2005/3/17 14:30,0.6471
2005/2/23,2005/2/23 14:30,0.6844
2005/2/24,2005/2/24 14:30,0.6798
2005/2/25,2005/2/25 14:30,0.6876
2005/2/28,2005/2/28 14:30,0.6782
2005/3/1,2005/3/1 14:30,0.6759
2005/3/2,2005/3/2 14:30,0.6704
2005/3/3,2005/3/3 14:30,0.6689
2005/3/4,2005/3/4 14:30,0.6704
2005/3/7,2005/3/7 14:30,0.6712
2005/3/8,2005/3/8 14:30,0.6798
2005/3/9,2005/3/9 14:30,0.6798
2005/3/10,2005/3/10 14:30,0.6665
2005/3/11,2005/3/11 14:30,0.6642
2005/3/14,2005/3/14 14:30,0.6704
2005/3/15,2005/3/15 14:30,0.6588
2005/3/16,2005/3/16 14:30,0.651
2005/3/17,2005/3/17 14:30,0.6471
2005/2/23,2005/2/23 14:30,0.6844
2005/2/24,2005/2/24 14:30,0.6798
2005/2/25,2005/2/25 14:30,0.6876
2005/2/28,2005/2/28 14:30,0.6782
2005/3/1,2005/3/1 14:30,0.6759
2005/3/2,2005/3/2 14:30,0.6704
2005/3/3,2005/3/3 14:30,0.6689
2005/3/4,2005/3/4 14:30,0.6704
2005/3/7,2005/3/7 14:30,0.6712
2005/3/8,2005/3/8 14:30,0.6798
2005/3/9,2005/3/9 14:30,0.6798
2005/3/10,2005/3/10 14:30,0.6665
2005/3/11,2005/3/11 14:30,0.6642
2005/3/14,2005/3/14 14:30,0.6704
2005/3/15,2005/3/15 14:30,0.6588
2005/3/16,2005/3/16 14:30,0.651
2005/3/17,2005/3/17 14:30,0.6471
2005/2/23,2005/2/23 14:30,0.6844
2005/2/24,2005/2/24 14:30,0.6798
2005/2/25,2005/2/25 14:30,0.6876
2005/2/28,2005/2/28 14:30,0.6782
2005/3/1,2005/3/1 14:30,0.6759
2005/3/2,2005/3/2 14:30,0.6704
2005/3/3,2005/3/3 14:30,0.6689
2005/3/4,2005/3/4 14:30,0.6704
2005/3/7,2005/3/7 14:30,0.6712
2005/3/8,2005/3/8 14:30,0.6798
2005/3/9,2005/3/9 14:30,0.6798
2005/3/10,2005/3/10 14:30,0.6665
2005/3/11,2005/3/11 14:30,0.6642
2005/3/14,2005/3/14 14:30,0.6704
2005/3/15,2005/3/15 14:30,0.6588
2005/3/16,2005/3/16 14:30,0.651
2005/3/17,2005/3/17 14:30,0.6471
2005/2/23,2005/2/23 14:30,0.6844
2005/2/24,2005/2/24 14:30,0.6798
2005/2/25,2005/2/25 14:30,0.6876
2005/2/28,2005/2/28 14:30,0.6782
2005/3/1,2005/3/1 14:30,0.6759
2005/3/2,2005/3/2 14:30,0.6704
2005/3/3,2005/3/3 14:30,0.6689
2005/3/4,2005/3/4 14:30,0.6704
2005/3/7,2005/3/7 14:30,0.6712
2005/3/8,2005/3/8 14:30,0.6798
2005/3/9,2005/3/9 14:30,0.6798
2005/3/10,2005/3/10 14:30,0.6665
2005/3/11,2005/3/11 14:30,0.6642
2005/3/14,2005/3/14 14:30,0.6704
2005/3/15,2005/3/15 14:30,0.6588
2005/3/16,2005/3/16 14:30,0.651
2005/3/17,2005/3/17 14:30,0.6471
2005/2/23,2005/2/23 14:30,0.6844
2005/2/24,2005/2/24 14:30,0.6798
2005/2/25,2005/2/25 14:30,0.6876
2005/2/28,2005/2/28 14:30,0.6782
2005/3/1,2005/3/1 14:30,0.6759
2005/3/2,2005/3/2 14:30,0.6704
2005/3/3,2005/3/3 14:30,0.6689
2005/3/4,2005/3/4 14:30,0.6704
2005/3/7,2005/3/7 14:30,0.6712
2005/3/8,2005/3/8 14:30,0.6798
2005/3/9,2005/3/9 14:30,0.6798
2005/3/10,2005/3/10 14:30,0.6665
2005/3/11,2005/3/11 14:30,0.6642
2005/3/14,2005/3/14 14:30,0.6704
2005/3/15,2005/3/15 14:30,0.6588
2005/3/16,2005/3/16 14:30,0.651
2005/3/17,2005/3/17 14:30,0.6471
2005/2/23,2005/2/23 14:30,0.6844
2005/2/24,2005/2/24 14:30,0.6798
2005/2/25,2005/2/25 14:30,0.6876
2005/2/28,2005/2/28 14:30,0.6782
2005/3/1,2005/3/1 14:30,0.6759
2005/3/2,2005/3/2 14:30,0.6704
2005/3/3,2005/3/3 14:30,0.6689
2005/3/4,2005/3/4 14:30,0.6704
2005/3/7,2005/3/7 14:30,0.6712
2005/3/8,2005/3/8 14:30,0.6798
2005/3/9,2005/3/9 14:30,0.6798
2005/3/10,2005/3/10 14:30,0.6665
2005/3/11,2005/3/11 14:30,0.6642
2005/3/14,2005/3/14 14:30,0.6704
2005/3/15,2005/3/15 14:30,0.6588
2005/3/16,2005/3/16 14:30,0.651
2005/3/17,2005/3/17 14:30,0.6471
2005/2/23,2005/2/23 14:30,0.6844
2005/2/24,2005/2/24 14:30,0.6798
2005/2/25,2005/2/25 14:30,0.6876
2005/2/28,2005/2/28 14:30,0.6782
2005/3/1,2005/3/1 14:30,0.6759
2005/3/2,2005/3/2 14:30,0.6704
2005/3/3,2005/3/3 14:30,0.6689
2005/3/4,2005/3/4 14:30,0.6704
2005/3/7,2005/3/7 14:30,0.6712
2005/3/8,2005/3/8 14:30,0.6798
2005/3/9,2005/3/9 14:30,0.6798
2005/3/10,2005/3/10 14:30,0.6665
2005/3/11,2005/3/11 14:30,0.6642
2005/3/14,2005/3/14 14:30,0.6704
2005/3/15,2005/3/15 14:30,0.6588
